Id,Frequency,Recency,Lifetime,MonetaryValue
15525.0,4,3536,3907,811.0200000000001
14237.0,1,3907,3907,161.00000000000003
17905.0,4,3605,3907,800.24
15485.0,3,3564,3907,2575.0
12433.0,7,3534,3907,13375.869999999992
16955.0,5,3718,3907,493.67
15350.0,1,3907,3907,115.65
15605.0,5,3570,3907,1198.23
18144.0,12,3541,3907,2888.750000000001
15922.0,2,3906,3907,363.6000000000001
14594.0,2,3541,3907,379.82999999999987
15165.0,1,3907,3907,487.75
14911.0,248,3535,3907,132572.6199999998
16456.0,5,3633,3907,2158.3700000000003
17841.0,169,3535,3907,40340.78000000009
12472.0,13,3564,3907,6229.480000000004
17346.0,16,3537,3907,2611.58
17643.0,1,3907,3907,101.55000000000001
17873.0,6,3614,3907,1764.3600000000004
13093.0,13,3801,3907,7741.47
12921.0,50,3537,3907,16389.740000000016
13468.0,41,3535,3907,5656.750000000002
17760.0,2,3555,3907,287.59
16928.0,19,3614,3907,2781.499999999998
16048.0,3,3619,3907,243.69000000000005
16274.0,1,3907,3907,357.94999999999993
14496.0,2,3845,3907,538.8100000000001
14696.0,9,3538,3907,2070.97
16539.0,4,3536,3907,1388.81
17025.0,3,3594,3907,357.77
13777.0,41,3534,3907,25748.349999999984
17690.0,16,3564,3907,4748.450000000001
12947.0,11,3677,3907,1407.29
17460.0,8,3612,3907,452.63000000000005
18229.0,20,3545,3907,7276.900000000001
14142.0,1,3907,3907,311.81000000000006
17069.0,13,3562,3907,2655.2200000000007
13065.0,1,3907,3907,205.85999999999999
14606.0,128,3535,3907,11713.850000000064
16835.0,2,3662,3907,180.85000000000002
15235.0,12,3751,3907,2247.5099999999998
13576.0,20,3544,3907,6703.3
18011.0,1,3907,3907,102.79
13090.0,18,3542,3906,8689.390000000003
15694.0,15,3534,3906,6423.5999999999985
14741.0,6,3545,3906,1400.3400000000004
13715.0,8,3815,3906,1053.9399999999996
14092.0,17,3541,3906,4063.100000000003
17732.0,1,3906,3906,303.97
12855.0,1,3906,3906,38.1
15752.0,8,3573,3906,2628.9300000000026
17855.0,1,3906,3906,208.96999999999997
14047.0,7,3542,3906,1290.0099999999998
17925.0,1,3906,3906,244.08
13941.0,7,3555,3906,4912.41
17017.0,27,3536,3906,8574.110000000002
14135.0,15,3535,3906,4690.31
13108.0,1,3906,3906,350.05999999999995
12471.0,49,3536,3906,18740.91999999994
15601.0,17,3545,3906,6745.359999999997
13418.0,23,3545,3906,5845.439999999999
14766.0,8,3542,3906,2423.07
15658.0,8,3724,3906,958.8999999999997
14388.0,10,3542,3906,3172.040000000002
14901.0,10,3545,3906,1414.9900000000005
18041.0,22,3545,3906,4161.139999999996
15955.0,16,3558,3906,4389.810000000001
15070.0,1,3906,3906,106.2
16244.0,2,3745,3906,1522.7499999999998
15111.0,3,3563,3906,1567.4799999999998
14390.0,13,3544,3906,4592.470000000003
16546.0,3,3824,3906,-95.92999999999981
15260.0,8,3634,3906,1780.77
13305.0,10,3538,3906,2000.8599999999992
14491.0,2,3709,3906,340.93
14060.0,20,3538,3906,6135.379999999998
15923.0,1,3906,3906,127.08000000000003
16752.0,1,3906,3906,207.5
17287.0,7,3560,3906,1064.1100000000001
15363.0,2,3775,3906,318.05
12915.0,2,3682,3906,363.65
15544.0,11,3542,3906,3542.5099999999948
15738.0,19,3552,3906,4788.769999999996
16042.0,7,3556,3906,1147.3700000000001
17381.0,30,3542,3906,20272.42999999999
15827.0,20,3607,3906,1641.4800000000005
14180.0,31,3544,3906,4640.769999999999
13117.0,8,3555,3906,984.9099999999996
16916.0,2,3557,3906,576.2600000000003
17964.0,2,3565,3906,471.6999999999999
14466.0,7,3563,3906,2272.4000000000015
17235.0,2,3559,3906,550.0600000000001
16510.0,1,3906,3906,248.10000000000002
17802.0,4,3616,3906,1251.84
15107.0,8,3845,3906,247.65999999999997
17976.0,1,3906,3906,353.18999999999994
14449.0,4,3552,3906,907.0999999999999
15838.0,21,3545,3906,33350.76
16781.0,2,3899,3906,294.65
17547.0,1,3906,3906,-11.8
13491.0,10,3585,3906,1215.82
16186.0,13,3556,3906,3991.9400000000032
17685.0,7,3550,3906,3191.5299999999993
17581.0,31,3534,3906,10736.109999999991
15732.0,2,3746,3906,294.11999999999995
13138.0,6,3556,3906,962.3900000000001
15823.0,2,3871,3906,-840.7600000000001
17567.0,10,3541,3906,4012.559999999999
15061.0,55,3537,3906,54228.74000000002
16203.0,5,3592,3906,589.15
15640.0,17,3538,3906,12433.339999999982
15574.0,4,3711,3906,702.2500000000001
16770.0,6,3591,3906,744.9000000000003
17838.0,6,3560,3906,2312.7000000000007
17228.0,8,3549,3906,1906.0900000000015
14829.0,6,3563,3906,644.65
17412.0,7,3536,3906,1258.0600000000002
14031.0,23,3541,3906,14634.639999999992
14775.0,3,3592,3906,1011.9
12971.0,89,3537,3906,10930.259999999998
15834.0,6,3604,3906,2084.900000000002
17659.0,14,3537,3906,2954.7500000000014
15299.0,11,3601,3906,3787.0900000000006
15646.0,4,3691,3906,425.13999999999993
13958.0,1,3906,3906,-102.45
14443.0,7,3587,3906,1400.8800000000003
14156.0,66,3543,3906,113384.13999999985
16995.0,1,3906,3906,-1.25
13402.0,2,3661,3906,621.2300000000002
18168.0,9,3710,3906,1133.64
17757.0,31,3535,3906,5585.4899999999925
14625.0,5,3719,3906,848.48
13011.0,1,3906,3906,50.550000000000004
13798.0,63,3535,3906,36351.41999999996
15384.0,3,3703,3906,635.76
14264.0,3,3688,3906,319.4700000000001
13295.0,2,3893,3906,197.95
16754.0,1,3906,3906,2002.4
16634.0,2,3756,3906,217.9
18239.0,5,3752,3906,1561.6099999999997
14576.0,1,3906,3906,35.400000000000006
13145.0,5,3573,3906,614.77
14395.0,12,3536,3906,3471.9100000000008
14865.0,2,3541,3906,52.2
15093.0,9,3552,3906,4410.139999999998
12738.0,1,3906,3906,155.35
16150.0,10,3572,3906,1906.0699999999988
17552.0,6,3576,3906,909.9599999999999
14236.0,2,3614,3906,490.86
17961.0,39,3555,3906,1296.4400000000012
14573.0,13,3713,3906,1603.7200000000014
17135.0,7,3550,3905,1139.7299999999998
17396.0,8,3573,3905,7330.800000000001
14213.0,1,3905,3905,-1192.2000000000003
12967.0,4,3537,3905,1194.7500000000002
12686.0,1,3905,3905,89.14
14679.0,1,3905,3905,-2.55
15240.0,7,3578,3905,1685.57
18225.0,17,3537,3905,5361.02
13370.0,2,3900,3905,721.3200000000003
16883.0,2,3721,3905,276.72999999999996
13520.0,8,3592,3905,3487.749999999999
12841.0,26,3538,3905,3876.399999999998
16905.0,8,3539,3905,3085.4799999999996
12427.0,5,3545,3905,708.3700000000001
17967.0,1,3905,3905,123.07000000000002
16891.0,5,3535,3905,809.7000000000002
14589.0,1,3905,3905,39.75
14680.0,23,3559,3905,26932.339999999997
17884.0,4,3537,3905,717.4499999999994
12557.0,5,3550,3905,11990.96
14083.0,9,3538,3905,1018.4299999999998
13013.0,15,3535,3905,4786.990000000001
14210.0,7,3625,3905,1900.89
16477.0,7,3597,3905,2494.4600000000005
12600.0,11,3562,3905,2581.0400000000004
16013.0,54,3537,3905,33366.25
17949.0,52,3535,3905,52750.84000000001
12779.0,12,3555,3905,3868.700000000003
16926.0,1,3905,3905,230.25000000000003
17787.0,4,3686,3905,1865.1899999999994
12682.0,31,3537,3905,12288.219999999998
14723.0,6,3544,3905,1158.3
17954.0,16,3539,3905,2295.370000000001
17819.0,8,3605,3905,3661.069999999999
12712.0,17,3556,3905,4241.629999999999
15373.0,13,3542,3905,2213.1100000000006
16140.0,4,3586,3905,703.7700000000001
17198.0,3,3557,3905,692.2200000000001
17238.0,17,3536,3905,3744.65
12793.0,2,3868,3905,545.48
15769.0,29,3541,3905,51823.72
14396.0,2,3599,3905,487.99
14898.0,8,3557,3905,1228.3199999999995
12725.0,1,3905,3905,427.79999999999995
16725.0,8,3836,3905,775.0700000000003
12395.0,15,3549,3905,2998.279999999999
16455.0,7,3597,3905,1841.1800000000005
13081.0,21,3535,3905,27964.480000000047
15545.0,2,3588,3905,292.7199999999999
17243.0,30,3535,3903,8628.55
15465.0,24,3553,3903,6945.02
15708.0,11,3574,3903,3329.719999999999
13089.0,118,3536,3903,57385.880000000114
16033.0,27,3539,3903,8727.609999999988
13838.0,4,3539,3903,691.7299999999999
15351.0,10,3546,3903,1862.140000000001
18055.0,11,3541,3903,6752.14
15038.0,7,3577,3903,665.5899999999997
18109.0,31,3535,3903,7925.319999999997
13069.0,27,3534,3903,3717.819999999998
16241.0,13,3543,3903,2607.8700000000067
14800.0,16,3581,3903,4236.339999999998
16839.0,39,3542,3903,15357.779999999988
16168.0,28,3544,3903,3770.600000000001
16931.0,21,3539,3903,4604.2199999999875
16814.0,22,3548,3903,6500.600000000003
13269.0,17,3535,3903,5315.919999999999
14813.0,2,3903,3903,155.42999999999998
12567.0,11,3556,3903,9114.939999999993
17062.0,5,3847,3903,534.4699999999999
15332.0,4,3900,3903,1661.06
14810.0,11,3574,3903,2087.879999999999
16353.0,23,3537,3903,6675.709999999997
18118.0,31,3544,3903,5595.76999999997
13831.0,6,3550,3903,2202.99
13506.0,3,3846,3903,452.82000000000005
17796.0,4,3574,3903,697.9000000000002
15716.0,4,3679,3903,1118.8100000000004
18156.0,2,3546,3903,734.94
15221.0,2,3900,3903,114.10000000000001
16983.0,8,3546,3903,1920.1999999999998
17059.0,5,3563,3903,3095.0399999999995
16327.0,6,3548,3903,3844.22
17211.0,9,3560,3903,2299.670000000001
17026.0,2,3719,3903,154.82999999999998
15570.0,13,3541,3903,4109.97
15880.0,2,3903,3903,313.28
16718.0,1,3903,3903,623.7500000000002
15808.0,5,3840,3903,3724.7700000000013
17858.0,12,3539,3903,5155.659999999998
16393.0,20,3536,3903,2941.0500000000025
14161.0,3,3749,3903,1110.52
17863.0,6,3593,3903,3159.9999999999995
16411.0,2,3553,3903,214.64999999999998
16402.0,2,3798,3903,299.59999999999997
15023.0,12,3537,3903,6763.15999999999
17402.0,13,3538,3903,2633.85
15426.0,7,3553,3903,1429.9
12647.0,13,3556,3903,3669.9200000000005
15894.0,2,3787,3903,263.54999999999995
15867.0,16,3539,3903,3797.7899999999986
14506.0,5,3551,3903,2012.1700000000012
15555.0,20,3546,3903,4758.199999999989
13034.0,2,3588,3903,642.77
15889.0,2,3690,3903,446.8699999999998
15953.0,10,3549,3903,1634.53
16143.0,7,3537,3903,2419.8399999999992
12720.0,29,3536,3903,5713.2800000000025
16422.0,75,3551,3903,33805.69000000004
12747.0,11,3536,3903,4196.010000000001
15502.0,23,3549,3903,5541.459999999999
12763.0,2,3672,3903,494.08
14081.0,4,3801,3903,904.67
17965.0,14,3571,3903,2622.569999999998
14404.0,7,3567,3903,1434.7200000000003
13579.0,2,3548,3903,467.03999999999996
13174.0,3,3550,3903,2817.0300000000007
15987.0,7,3546,3902,1451.2800000000004
17677.0,43,3535,3902,16219.22
13652.0,3,3579,3902,1095.08
12586.0,2,3551,3902,179.94
17428.0,33,3534,3902,17078.450000000004
16161.0,26,3535,3902,5352.969999999997
16858.0,2,3900,3902,345.8900000000001
18219.0,11,3536,3902,2019.7700000000004
14293.0,4,3537,3902,1046.5599999999993
14748.0,6,3563,3902,1311.7899999999997
16638.0,11,3556,3902,1676.4699999999998
17674.0,2,3608,3902,551.0400000000001
12808.0,3,3570,3902,483.65000000000015
13094.0,16,3555,3902,1708.8600000000006
15899.0,1,3902,3902,56.25
12708.0,16,3563,3902,2616.320000000001
15898.0,6,3535,3902,1384.6799999999998
17691.0,2,3892,3902,290.40000000000003
17227.0,6,3552,3902,939.32
15039.0,52,3543,3902,19786.43999999997
15919.0,2,3553,3902,639.89
13497.0,3,3816,3902,321.04999999999995
15860.0,8,3574,3902,977.2099999999992
14189.0,24,3536,3902,4604.3099999999995
15304.0,10,3594,3902,680.3000000000001
14867.0,4,3719,3902,701.3300000000002
14344.0,8,3661,3902,889.9300000000002
12474.0,30,3551,3902,7116.47
16719.0,8,3548,3902,1773.9200000000008
15048.0,5,3599,3902,380.5699999999998
15301.0,14,3584,3902,5028.119999999999
14708.0,4,3536,3902,1096.6699999999998
16898.0,4,3560,3902,444.4599999999999
14825.0,12,3537,3902,2226.9099999999985
18113.0,1,3902,3902,76.32000000000001
17596.0,7,3557,3902,2827.929999999999
15078.0,38,3541,3902,9623.350000000022
14085.0,19,3536,3902,4435.789999999997
17860.0,1,3902,3902,252.79999999999998
13155.0,4,3567,3902,971.76
15028.0,4,3542,3902,627.13
16919.0,11,3690,3902,2596.4499999999994
17259.0,2,3682,3902,603.3699999999998
17019.0,4,3545,3902,1272.6100000000013
14487.0,7,3560,3902,1183.5800000000002
16722.0,16,3551,3902,4711.21
15882.0,5,3732,3902,495.3599999999999
14667.0,27,3544,3902,9231.200000000004
16710.0,10,3553,3902,2483.04
16550.0,9,3642,3902,2266.249999999998
15984.0,11,3536,3902,2816.9700000000007
17682.0,7,3544,3902,2459.3300000000004
16658.0,1,3902,3902,123.24
17068.0,22,3546,3902,4531.340000000004
15356.0,10,3565,3902,2766.499999999999
17223.0,2,3844,3902,426.78999999999985
16817.0,13,3536,3902,1446.9500000000003
13030.0,2,3545,3902,799.4800000000001
17191.0,7,3562,3902,2095.1300000000015
15194.0,22,3537,3902,7521.169999999997
14409.0,7,3605,3902,1908.2499999999998
16654.0,5,3675,3902,594.9699999999999
16861.0,3,3593,3902,151.65
16138.0,1,3902,3902,-7.95
13481.0,8,3579,3902,1776.809999999999
13495.0,6,3541,3902,1990.1199999999994
17519.0,7,3551,3902,1839.0700000000004
17218.0,10,3538,3902,1960.7200000000003
17812.0,4,3546,3902,732.1600000000001
14215.0,7,3545,3902,1777.9200000000008
15602.0,15,3542,3902,1083.6300000000003
17320.0,3,3634,3902,1200.6199999999997
16782.0,19,3544,3902,2242.25
12913.0,5,3538,3902,2483.6299999999997
17869.0,5,3641,3902,428.1799999999999
13564.0,5,3678,3902,647.7400000000006
14850.0,2,3845,3901,278.15000000000003
15021.0,13,3542,3901,1872.2800000000025
13963.0,4,3842,3901,664.54
17450.0,55,3542,3901,187482.17000000013
17091.0,10,3536,3901,3802.8100000000018
17470.0,5,3578,3901,1125.0700000000002
17616.0,3,3707,3901,571.2
15649.0,2,3870,3901,816.0
12681.0,27,3548,3901,13677.59
14907.0,10,3537,3901,3478.8499999999976
17735.0,19,3536,3901,13110.019999999991
16059.0,6,3599,3901,1459.8600000000008
17720.0,4,3560,3901,1195.94
15018.0,4,3572,3901,456.26
14733.0,15,3543,3901,9451.539999999997
13756.0,15,3536,3901,5145.119999999995
14176.0,5,3831,3901,574.0
13319.0,36,3539,3901,10664.33999999999
15353.0,2,3788,3901,777.02
18119.0,1,3901,3901,181.11999999999998
17491.0,11,3535,3901,3541.9200000000005
14282.0,15,3537,3901,3729.3400000000042
13569.0,2,3551,3901,373.74999999999994
15498.0,35,3534,3901,12396.459999999994
14673.0,5,3537,3901,1736.3999999999994
13488.0,17,3551,3901,8910.609999999999
16221.0,3,3570,3901,864.86
15002.0,4,3649,3901,1641.7599999999998
15965.0,4,3551,3901,845.6399999999999
15024.0,10,3543,3901,1661.3300000000006
17675.0,41,3535,3901,20098.09999999997
13769.0,16,3536,3901,2771.869999999999
16904.0,16,3538,3901,3754.2699999999986
16086.0,6,3593,3901,1119.31
13786.0,1,3901,3901,230.4
13880.0,13,3555,3901,3219.7700000000004
13173.0,2,3538,3901,353.65000000000003
15858.0,5,3549,3901,1438.8500000000008
15180.0,1,3901,3901,87.5
12347.0,7,3536,3901,4309.999999999997
14739.0,8,3536,3901,3899.1000000000004
16293.0,12,3542,3901,2236.7400000000002
17419.0,14,3545,3901,4200.969999999999
16775.0,11,3544,3901,1695.660000000002
16306.0,9,3747,3901,602.2700000000001
16950.0,3,3590,3901,1178.56
17591.0,8,3607,3901,2215.020000000001
12839.0,16,3536,3901,5583.620000000003
13807.0,1,3901,3901,112.6
16125.0,1,3901,3901,289.35
15081.0,6,3556,3901,487.34999999999985
18102.0,62,3534,3901,256438.49000000005
16365.0,9,3551,3901,1540.4200000000005
17870.0,13,3536,3900,1889.400000000002
14821.0,1,3900,3900,48.800000000000004
16863.0,4,3563,3900,481.35
13078.0,43,3535,3900,12432.279999999997
13267.0,27,3536,3900,4404.440000000001
13050.0,28,3543,3900,5684.610000000003
12709.0,26,3537,3900,9294.099999999993
15628.0,10,3538,3900,2865.6400000000003
12386.0,2,3871,3900,401.90000000000003
14796.0,27,3535,3900,7839.5099999999775
16779.0,28,3536,3900,10454.04999999999
13599.0,33,3535,3900,5030.5999999999985
13329.0,4,3565,3900,740.3999999999999
18077.0,11,3542,3900,2633.009999999999
14744.0,9,3550,3900,1088.53
17406.0,5,3864,3900,1928.72
15750.0,9,3536,3900,2451.229999999999
13983.0,13,3563,3900,2590.46
13842.0,9,3592,3900,3385.619999999999
12441.0,1,3900,3900,173.55
13199.0,39,3537,3900,9803.960000000003
14032.0,18,3536,3900,2929.840000000001
17706.0,22,3538,3900,10097.369999999995
16081.0,5,3590,3900,2806.9000000000005
16525.0,29,3536,3900,11895.570000000007
14952.0,15,3580,3900,7912.79
17975.0,14,3549,3900,4393.6100000000015
16122.0,4,3607,3900,684.42
13126.0,10,3538,3900,2056.29
15973.0,3,3769,3900,99.77
16558.0,24,3534,3900,8257.04000000001
16713.0,21,3552,3900,6840.230000000009
16893.0,1,3900,3900,145.93000000000004
15529.0,12,3556,3900,3967.779999999997
18043.0,3,3558,3900,559.5099999999996
16016.0,10,3537,3900,1483.3100000000013
17722.0,6,3630,3900,2380.6399999999994
17324.0,4,3551,3900,990.2300000000002
17341.0,3,3690,3900,781.3600000000001
14051.0,26,3534,3900,15477.33999999999
15916.0,10,3550,3900,1491.2400000000007
16233.0,5,3605,3900,422.13
16385.0,3,3594,3900,555.8899999999999
15032.0,5,3790,3900,4464.0999999999985
17213.0,11,3574,3900,2741.079999999998
18061.0,10,3555,3900,2119.4099999999994
13113.0,40,3534,3900,10510.000000000007
16553.0,14,3697,3900,5664.569999999999
13455.0,4,3558,3900,1007.3499999999997
14217.0,24,3535,3900,1925.36
17262.0,5,3586,3900,1253.3600000000001
14299.0,18,3542,3900,2855.3499999999995
18259.0,3,3558,3900,2338.600000000001
17676.0,7,3538,3900,1383.2700000000004
16679.0,1,3900,3900,129.75
18269.0,2,3892,3900,138.89999999999998
12766.0,7,3537,3900,6989.629999999999
15298.0,14,3536,3900,3774.1000000000013
18193.0,3,3684,3900,212.96000000000004
13523.0,6,3567,3900,3755.3800000000006
12870.0,1,3900,3900,-14.899999999999999
15005.0,35,3549,3900,6180.489999999992
15581.0,14,3654,3900,3429.9700000000003
15680.0,3,3543,3900,1333.6800000000003
13649.0,2,3790,3900,346.6000000000001
17894.0,8,3605,3900,1119.8100000000004
13270.0,1,3900,3900,590.0
14618.0,4,3543,3900,538.59
14866.0,13,3544,3900,14197.450000000008
13077.0,4,3535,3900,729.2700000000001
13115.0,14,3542,3900,2205.6300000000006
13531.0,2,3739,3900,483.8000000000001
13848.0,3,3626,3900,1255.0
13140.0,3,3642,3900,423.71999999999997
15713.0,3,3677,3900,346.75
17999.0,2,3571,3900,382.05999999999995
15347.0,1,3900,3900,201.59999999999997
17340.0,16,3543,3900,11891.179999999997
13984.0,6,3560,3900,488.03000000000003
15996.0,7,3622,3900,1044.7799999999993
14030.0,8,3552,3900,2360.0899999999997
16252.0,1,3900,3900,-295.09000000000003
16596.0,2,3549,3900,250.15
16700.0,17,3542,3900,5040.000000000003
16011.0,16,3542,3900,3362.7100000000023
17655.0,8,3544,3900,2571.7400000000025
16717.0,9,3543,3900,3278.36
14243.0,14,3542,3899,2535.8799999999987
12963.0,9,3542,3899,1841.0299999999995
15079.0,5,3746,3899,893.66
14437.0,2,3677,3899,-43.400000000000006
12942.0,3,3665,3899,683.9000000000001
15660.0,12,3559,3899,1552.0099999999998
18092.0,12,3536,3899,9065.760000000002
15358.0,29,3538,3899,8234.799999999992
12481.0,11,3556,3899,5590.8600000000015
12721.0,7,3565,3899,2628.980000000001
12621.0,23,3535,3899,13612.069999999998
18071.0,2,3791,3899,453.0
12683.0,20,3538,3899,8221.09
12755.0,4,3783,3899,2203.1999999999994
13854.0,29,3542,3899,8025.0199999999995
12797.0,3,3894,3899,194.18
13369.0,2,3888,3899,263.75000000000006
12494.0,13,3543,3899,1139.3500000000008
17857.0,25,3537,3899,26763.339999999997
17411.0,4,3546,3899,748.9399999999999
14932.0,1,3899,3899,363.53
12429.0,4,3543,3899,3750.400000000001
14987.0,2,3549,3899,326.4
14355.0,1,3899,3899,174.4
17526.0,8,3535,3899,706.6999999999999
14896.0,2,3738,3899,468.77
14440.0,5,3542,3899,2357.6800000000003
13240.0,4,3630,3899,663.6500000000001
14479.0,2,3787,3899,316.24999999999994
16065.0,1,3899,3899,372.0900000000001
17430.0,2,3566,3899,265.76000000000005
16520.0,4,3720,3899,1036.6200000000003
15945.0,1,3899,3899,181.0
15181.0,5,3600,3899,680.2799999999999
15856.0,31,3538,3899,16173.670000000002
13102.0,27,3535,3899,6336.290000000001
14205.0,4,3544,3899,218.78000000000003
17702.0,6,3564,3899,1719.7200000000003
15271.0,16,3541,3899,2485.820000000002
13982.0,5,3573,3899,1861.11
15288.0,5,3577,3899,2306.519999999999
17978.0,1,3899,3899,300.91999999999996
16795.0,1,3899,3899,414.88000000000005
16519.0,2,3559,3899,215.08
17816.0,4,3570,3899,36.55999999999999
13021.0,12,3538,3899,2584.3999999999996
16255.0,10,3550,3899,2609.2999999999993
17671.0,6,3549,3899,1284.0800000000002
17646.0,4,3753,3899,995.6599999999997
12649.0,4,3641,3899,603.7099999999999
16350.0,5,3555,3899,1100.4699999999996
12872.0,2,3860,3899,599.9699999999998
17339.0,2,3628,3899,243.36
18230.0,10,3543,3899,2716.5999999999995
16499.0,5,3894,3899,319.1
17097.0,9,3536,3899,937.9199999999998
15192.0,3,3653,3899,1044.3200000000004
14441.0,10,3534,3899,1545.1400000000006
15279.0,2,3888,3899,277.40999999999997
16579.0,1,3899,3899,-30.599999999999998
15380.0,6,3542,3899,1682.36
17442.0,10,3563,3899,2210.2600000000007
17950.0,4,3606,3899,472.12000000000006
12826.0,8,3536,3899,1468.1199999999997
17456.0,1,3899,3899,249.85999999999999
17307.0,1,3899,3899,-152.64000000000001
15811.0,9,3551,3899,2171.3199999999997
13327.0,9,3572,3899,3617.5699999999983
17700.0,6,3550,3899,2508.89
13136.0,11,3584,3899,2545.3800000000006
15535.0,7,3707,3899,459.8999999999997
12605.0,1,3899,3899,-7.5
15329.0,5,3569,3899,1005.5
15211.0,2,3594,3899,894.41
15596.0,9,3634,3899,1343.3400000000001
16163.0,3,3759,3899,441.6000000000001
16907.0,5,3563,3899,981.6500000000001
17576.0,22,3542,3899,3457.7799999999975
14713.0,12,3543,3899,2664.2599999999998
14702.0,18,3535,3899,3250.639999999998
13230.0,15,3538,3899,2763.4100000000008
13969.0,20,3541,3899,8986.69
17530.0,10,3535,3899,2385.0000000000023
15805.0,20,3557,3898,5452.169999999996
17696.0,14,3572,3898,2201.050000000001
17076.0,3,3570,3898,841.08
17827.0,5,3539,3898,1995.460000000001
16265.0,11,3543,3898,5423.150000000002
17880.0,1,3898,3898,458.91999999999985
13000.0,3,3640,3898,534.8500000000001
17790.0,14,3560,3898,1965.5500000000013
12731.0,14,3557,3898,18793.410000000007
14419.0,6,3544,3898,1058.0600000000002
14082.0,1,3898,3898,182.24999999999997
17912.0,6,3844,3898,295.61000000000007
15723.0,1,3898,3898,203.1
16656.0,21,3556,3898,8568.24
14037.0,2,3710,3898,147.20000000000005
14256.0,3,3788,3898,935.06
14543.0,21,3537,3898,2916.1700000000005
16062.0,4,3543,3898,1153.6199999999992
18116.0,8,3601,3898,1418.0300000000013
16019.0,10,3535,3898,3450.2399999999993
18178.0,6,3647,3898,1573.4099999999996
18065.0,15,3539,3898,2380.080000000001
13148.0,17,3563,3898,3348.4799999999996
12989.0,19,3537,3898,6854.509999999997
14107.0,8,3585,3898,2688.48
15881.0,8,3846,3898,438.24
12785.0,2,3536,3898,305.71
16727.0,1,3898,3898,272.81999999999994
15514.0,13,3546,3898,2963.1900000000014
13787.0,2,3609,3898,309.04
17865.0,27,3564,3898,10158.539999999994
17220.0,14,3558,3898,3198.2500000000027
16565.0,1,3898,3898,173.7
16873.0,10,3538,3898,7066.309999999998
14062.0,12,3543,3898,10464.85
15179.0,7,3552,3898,2186.2000000000003
18016.0,5,3566,3898,1483.56
14448.0,2,3543,3898,375.35
15503.0,1,3896,3896,147.09000000000003
17251.0,1,3896,3896,283.28
16923.0,26,3546,3896,6666.829999999986
14159.0,14,3553,3896,4678.299999999991
17126.0,7,3686,3896,991.8499999999998
15224.0,3,3892,3896,310.47999999999996
14577.0,4,3546,3896,859.7100000000011
12753.0,11,3537,3896,21024.010000000002
17236.0,6,3546,3896,916.1300000000002
17372.0,8,3574,3896,1342.6800000000012
16367.0,2,3571,3896,804.4899999999994
12875.0,2,3677,3896,343.2300000000001
17917.0,3,3579,3896,341.2799999999999
16010.0,3,3779,3896,407.49999999999994
17085.0,6,3657,3896,1555.05
13668.0,29,3536,3896,6216.069999999984
14684.0,5,3559,3896,1236.2800000000013
17188.0,9,3545,3896,2275.58
15547.0,14,3541,3896,4954.839999999991
15998.0,6,3570,3896,3084.1699999999987
14413.0,1,3896,3896,122.7
18004.0,1,3896,3896,169.46999999999997
13959.0,3,3613,3896,598.1999999999999
16665.0,1,3896,3896,135.4
